# frame_no	ssrc	rtp_ts	seq_first	seq_last	seq_count	gaps	frame_id	frame_size_bytes	frame_type	qp	complexity	scene_change	gop_state	idr_inserted	frames_since_idr	capture_us	frame_ready_us	last_pkt_send_us	meta_recv_us	recv_first_us	recv_last_us	sender_ivl_us	recv_ivl_us	encode_dur_us	send_spread_us	latency_est_us
147	b5a10464	1830276819	531	567	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23236937213	23236941407	-	16451	-	-	-
148	b5a10464	1830278344	568	604	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23236955557	23236959293	-	18344	-	-	-
149	b5a10464	1830279869	605	641	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23236971898	23236975311	-	16341	-	-	-
150	b5a10464	1830281394	642	678	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23236988038	23236992207	-	16140	-	-	-
151	b5a10464	1830282919	679	715	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23237005054	23237009235	-	17016	-	-	-
152	b5a10464	1830284444	716	752	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23237022125	23237026075	-	17071	-	-	-
153	b5a10464	1830285969	753	798	46	0	8006	63749	0	0	116	0	0	0	55	652232695	652236381	652237556	23237044110	23237038830	23237044110	185331	16705	3686	1175	6164
154	b5a10464	1830287494	799	835	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23237056734	23237060906	-	17904	-	-	-
155	b5a10464	1830289019	836	872	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23237072785	23237076973	-	16051	-	-	-
156	b5a10464	1830290544	873	909	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23237089617	23237093787	-	16832	-	-	-
157	b5a10464	1830292069	910	938	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23237106965	23237109821	-	17348	-	-	-
158	b5a10464	1830293594	939	970	32	0	8011	43477	0	0	89	0	0	0	1	652317358	652321079	652321924	23237127098	23237123531	23237127099	84698	16566	3721	845	4455
159	b5a10464	1830295119	971	1007	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23237140658	23237144612	-	17127	-	-	-
160	b5a10464	1830296644	1008	1044	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23237158435	23237162456	-	17777	-	-	-
161	b5a10464	1830298169	1045	1090	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23237174536	23237179797	-	16101	-	-	-
162	b5a10464	1830299694	1091	1136	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23237190727	23237196019	-	16191	-	-	-
163	b5a10464	1830301219	1137	1183	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23237208225	23237213552	-	17498	-	-	-
164	b5a10464	1830302744	1184	1230	47	0	8017	64305	0	0	115	0	0	0	7	652419003	652422689	652423907	23237230492	23237225151	23237230493	101610	16926	3686	1218	6239
165	b5a10464	1830304269	1231	1276	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23237242046	23237247361	-	16895	-	-	-
166	b5a10464	1830305794	1277	1322	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23237259985	23237265153	-	17939	-	-	-
167	b5a10464	1830307319	1323	1368	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23237275981	23237281267	-	15996	-	-	-
168	b5a10464	1830308844	1369	1414	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23237292942	23237298223	-	16961	-	-	-
169	b5a10464	1830310369	1415	1460	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23237309892	23237315100	-	16950	-	-	-
170	b5a10464	1830311894	1461	1506	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23237327199	23237332048	-	17307	-	-	-
171	b5a10464	1830313419	1507	1552	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23237343823	23237348977	-	16624	-	-	-
172	b5a10464	1830314944	1553	1589	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23237361466	23237365688	-	17643	-	-	-
173	b5a10464	1830316469	1590	1626	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23237377561	23237381692	-	16095	-	-	-
174	b5a10464	1830317994	1627	1663	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23237394500	23237398680	-	16939	-	-	-
175	b5a10464	1830319519	1664	1700	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23237411398	23237415577	-	16898	-	-	-
176	b5a10464	1830321044	1701	1737	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23237428775	23237432469	-	17377	-	-	-
177	b5a10464	1830322569	1738	1774	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23237445482	23237449451	-	16707	-	-	-
178	b5a10464	1830324094	1775	1811	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23237463152	23237467347	-	17670	-	-	-
179	b5a10464	1830325619	1812	1848	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23237479120	23237483296	-	15968	-	-	-
180	b5a10464	1830327144	1849	1894	46	0	8033	63739	0	0	112	0	0	0	23	652689895	652693624	652694807	23237501373	23237496779	23237501374	270935	17659	3729	1183	6185
